Gene,MCF10A_R1,MCF10A_R2,MCF10A_R3,MCF7_R1,MCF7_R2,MCF7_R3,MDA.MB.231_R1,MDA.MB.231_R2,MDA.MB.231_R3
AAED1,4.22310924630727,1.84237234093945,6.94381255764141,8.82367855909934,8.16730285567336,6.94444793704831,20.0915816290592,19.1062938879981,19.8251686928255
AAGAB,43.7869748169754,37.0119443492301,35.8734931637951,70.1369321364306,68.3378293531776,66.6412159830507,29.2897024825782,26.9704120229449,26.9002288946787
AAK1,17.1147058929295,33.7548932464978,13.4568675124515,14.4798827636502,10.6195203383941,13.1031326518618,11.3623845837588,10.8368088388787,12.2751044491517
AAMDC,3.49279712100602,3.84924221231993,2.86023048280018,4.44012030057242,4.01271951717947,3.80139504810901,6.05993844467134,6.21562601731196,6.25005318184914
AAMP,36.1028211507622,58.8901158978861,50.174645577796,52.715823186414,78.126433023873,72.9485586047735,38.6321075847798,42.2392324567765,39.4253354711044
AAR2,12.796338543322,18.0289293363361,13.0261099096201,10.6619449255784,13.4567967646827,14.3348695948245,28.1714995552876,27.5379257027865,27.1252308092253
AARD,9.04951981351559,1.15148271308716,1.61964858664589,2.14935759772933,1.78343089652421,1.93255278982078,0.685350181242593,0.756684906455369,0.500004254547931
AARS,101.354621911375,97.1851409845561,70.6442468643419,86.1439900353096,88.9080834437693,103.338482145801,55.6576489293326,61.4265997276091,59.6005071421134
AARS2,7.81116447061345,8.65257010119778,9.78681273632833,8.56914936989455,13.3554654637438,12.5297378680688,6.63707543940195,5.91835694691878,7.25006169094501
AASDH,12.2565426246211,10.7581384908429,9.73512182398857,8.48430630682629,7.86330895285674,7.13557953164597,9.12597872917768,8.99914549462992,9.65008211277508
AASDHPPT,45.5968787796785,30.728138686383,36.9245417147036,30.9959990409387,23.6507256391335,23.148159790161,53.6737405099462,52.5085276158136,53.6254563002656
AASS,1.65114045720284,1.11858320699895,1.29227280849406,0.904992672728137,0.567455285257703,0.552157939948795,31.1653977154526,29.3215401251455,34.9752976056278
AATF,39.9131452827687,24.7075290722416,46.2633665440873,23.020751112522,20.8742479934083,21.7890017841332,52.411253333973,54.7245334132901,60.3005130984805
